chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,9951,11719,id5898,1768,122014740,9951,1,0,1.0,0,0,0,15.801,15.807,0.0,3.325,1.161,1.306,1.306,32.529,37.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901,9951,11719,11769,0.0,0.36,0.6183827806864456
1,40597,42465,id3407,1868,121983994,30597,0,0,1.0,0,0,0,39.0,38.0,41.0,6.0,3.464,1.306,1.306,32.529,37.466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40547,40597,42465,42515,0.46,0.34,0.3929336188436831
1,250970,254446,id3168,3476,121772013,240970,2,0,1.0,0,0,0,15.801,15.807,0.0,3.325,1.161,1.306,1.306,32.529,37.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250920,250970,254446,254496,0.0,0.0,0.0
1,572332,573673,id6377,1341,121452786,562332,2,0,0.0,0,0,0,15.801,15.807,0.0,3.325,1.161,1.306,1.306,32.529,37.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572282,572332,573673,573723,0.0,0.0,0.0
1,1321418,1323140,id5209,1722,120703319,1311418,0,1,1.0,0,0,0,75.0,75.0,75.0,3.325,1.161,1.116,1.116,6.498,6.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321368,1321418,1323140,1323190,0.6,0.78,0.6254355400696864
1,2159119,2161018,id5702,1899,119865441,2149119,0,1,1.0,0,0,0,29.0,29.0,29.0,3.325,1.161,1.306,1.306,106.875,304.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2159069,2159119,2161018,2161068,0.44,0.62,0.5634544497103738
1,2359460,2361307,id3108,1847,119665152,2349460,0,1,1.0,0,0,0,23.667,23.5,24.0,1.0,0.577,1.306,1.306,6.983,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2359410,2359460,2361307,2361357,0.64,0.56,0.5251759610178668
1,2425448,2436726,id5122,11278,119589733,2415448,0,0,1.0,2,0,0,27.583,27.5,28.0,1.0,0.515,1.306,1.306,17.668,37.466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2425398,2425448,2436726,2436776,0.52,0.52,0.6369037063309098
1,3247239,3250549,id5594,3310,118775910,3237239,0,1,1.0,1,0,0,1.0,1.0,1.0,3.325,1.161,1.306,1.306,22.147,37.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247189,3247239,3250549,3250599,0.46,0.56,0.5504531722054381
1,3662178,3664816,id913,2638,118361643,3652178,0,1,1.0,0,0,0,17.333,17.5,18.0,1.0,0.577,1.306,1.306,30.993,10.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662128,3662178,3664816,3664866,0.6,0.52,0.5796057619408643
