chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,602486,604132,id454,1646,121422327,592486,0,0,1.0,0,0,0,10.5,10.5,11.0,1.0,0.707,1.326,1.326,31.944,37.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,602436,602486,604132,604182,0.4,0.64,0.511543134872418
1,1649894,1651061,id2746,1167,120375398,1639894,0,1,1.0,0,0,0,15.592,15.625,0.0,3.183,1.128,1.116,1.116,31.944,37.881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1649844,1649894,1651061,1651111,0.52,0.36,0.4498714652956298
1,2269670,2277456,id965,7786,119749003,2259670,0,1,0.0,0,0,0,21.778,22.5,24.0,4.0,1.394,1.326,1.326,13.731,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269620,2269670,2277456,2277506,0.62,0.46,0.6068584639095813
1,2606960,2613423,id5580,6463,119413036,2596960,0,1,1.0,0,0,0,35.0,35.5,36.0,2.0,0.535,1.326,1.326,44.9,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2606910,2606960,2613423,2613473,0.6,0.52,0.5958533188921553
1,2920497,2924429,id1179,3932,119102030,2910497,0,0,0.0,0,0,0,3.0,3.0,3.0,3.183,1.128,1.326,1.326,24.279,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920447,2920497,2924429,2924479,0.74,0.58,0.6215666327568667
1,3476437,3478274,id5009,1837,118548185,3466437,0,1,0.75,1,1,0,10.0,10.0,10.0,3.183,1.128,1.326,1.326,21.258,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476387,3476437,3478274,3478324,0.7,0.68,0.6565051714752314
1,3532771,3536772,id3761,4001,118489687,3522771,0,1,1.0,0,0,0,9.8,10.5,11.0,2.0,0.837,1.326,1.326,38.327,65.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532721,3532771,3536772,3536822,0.66,0.66,0.6173456635841039
1,5386230,5387395,id5474,1165,116639064,5376230,0,0,1.0,0,0,0,15.592,15.625,0.0,3.183,1.128,2.28,2.28,31.944,37.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5386180,5386230,5387395,5387445,0.54,0.48,0.5064377682403434
1,5407471,5408819,id1458,1348,116617640,5397471,0,0,0.207,0,0,0,1.0,1.0,1.0,3.183,1.128,2.28,2.28,5.385,37.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407421,5407471,5408819,5408869,0.42,0.5,0.5066765578635015
1,5498695,5501410,id1669,2715,116525049,5488695,0,0,0.0,0,0,0,15.592,15.625,0.0,3.183,1.128,2.28,2.28,33.833,5.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5498645,5498695,5501410,5501460,0.4,0.52,0.45119705340699817
1,6042917,6044882,id4195,1965,115981577,6032917,0,1,1.0,0,0,0,8.333,8.5,9.0,1.0,0.577,2.131,2.131,28.615,12.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042867,6042917,6044882,6044932,0.58,0.58,0.5450381679389313
1,6084627,6087199,id2942,2572,115939260,6074627,0,1,0.857,0,0,0,18.5,18.5,19.0,1.0,0.577,2.131,2.131,15.285,34.105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6084577,6084627,6087199,6087249,0.64,0.58,0.5754276827371695
1,6284175,6287308,id4635,3133,115739151,6274175,0,1,0.0,0,0,1,51.75,51.5,52.0,2.0,0.957,2.131,2.131,74.596,56.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6284125,6284175,6287308,6287358,0.56,0.7,0.5805936801787425
1,6327334,6328488,id4854,1154,115697971,6317334,0,1,1.0,0,0,0,57.0,57.0,57.0,3.183,1.128,2.131,2.131,58.155,123.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6327284,6327334,6328488,6328538,0.64,0.46,0.4948006932409012
1,6477445,6480852,id6417,3407,115545607,6467445,0,1,1.0,0,0,0,52.0,52.0,52.0,3.183,1.128,2.131,2.131,105.615,37.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6477395,6477445,6480852,6480902,0.4,0.64,0.5068975638391546
1,6720518,6760366,id5222,39848,115266093,6710518,0,1,1.0,0,0,0,38.634,38.5,42.0,8.0,2.93,2.131,2.131,22.263,22.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6720468,6720518,6760366,6760416,0.66,0.54,0.46622164224051393
1,7106540,7120522,id2902,13982,114905937,7096540,0,1,1.0,0,0,0,4.133,4.5,5.0,1.0,0.352,1.691,1.691,14.042,28.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7106490,7106540,7120522,7120572,0.52,0.46,0.4905592905163782
1,7548251,7550600,id1338,2349,114475859,7538251,0,1,0.5,0,0,0,4.0,4.0,4.0,3.183,1.128,1.691,1.691,95.616,10.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548201,7548251,7550600,7550650,0.54,0.64,0.5806726266496381
1,7904101,7905715,id1528,1614,114120744,7894101,0,0,1.0,0,0,0,8.5,8.5,9.0,1.0,0.707,1.691,1.691,17.763,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7904051,7904101,7905715,7905765,0.1,0.32,0.43742255266418834
1,8415058,8442047,id2413,26989,113584412,8405058,0,2,1.0,1,0,0,26.679,27.0,30.0,7.0,2.038,1.219,1.219,25.934,47.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8415008,8415058,8442047,8442097,0.2,0.32,0.441365000555782
