chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,233876,267416,id4136,33540,121759043,223876,1,0,1.0,0,0,0,20.0,20.0,20.0,3.182,1.095,1.279,1.279,32.413,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233826,233876,267416,267466,0.0,0.54,0.3962051282051282
1,362566,366591,id2051,4025,121659868,352566,0,0,0.25,0,0,0,15.715,15.72,0.0,3.182,1.095,1.279,1.279,32.413,37.965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,362516,362566,366591,366641,0.4,0.36,0.484472049689441
1,415717,416870,id5093,1153,121609589,405717,0,0,1.0,0,0,0,15.715,15.72,0.0,3.182,1.095,1.279,1.279,32.413,37.965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,415667,415717,416870,416920,0.24,0.36,0.32350390286209885
1,624203,625584,id544,1381,121400875,614203,0,0,0.5,0,0,0,17.0,17.0,17.0,3.182,1.095,1.279,1.279,32.413,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,624153,624203,625584,625634,0.48,0.3,0.4098479362780594
1,821977,823414,id2289,1437,121203045,811977,0,0,1.0,0,0,0,29.0,29.0,29.0,3.182,1.095,1.279,1.279,46.065,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821927,821977,823414,823464,0.46,0.54,0.5539318023660403
1,1233072,1237599,id6234,4527,120788860,1223072,0,1,1.0,1,1,0,66.167,66.0,66.0,1.0,0.408,1.116,1.116,7.657,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233022,1233072,1237599,1237649,0.74,0.7,0.6211619173845814
1,2290618,2293148,id314,2530,119733311,2280618,0,1,1.0,1,0,0,24.0,24.0,24.0,3.182,1.095,1.279,1.279,32.413,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290568,2290618,2293148,2293198,0.64,0.72,0.583794466403162
1,2340005,2351771,id4977,11766,119674688,2330005,0,2,1.0,1,0,0,26.462,26.0,26.0,1.0,0.519,1.279,1.279,39.509,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339955,2340005,2351771,2351821,0.66,0.5,0.5954445011048785
1,3083287,3085375,id5336,2088,118941084,3073287,0,1,1.0,1,1,0,4.0,4.0,4.0,3.182,1.095,1.279,1.279,38.106,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083237,3083287,3085375,3085425,0.76,0.62,0.6159003831417624
1,3223988,3252638,id452,28650,118773821,3213988,0,1,1.0,4,0,0,2.2,2.0,3.0,2.0,0.887,1.279,1.279,19.758,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223938,3223988,3252638,3252688,0.24,0.6,0.5666317626527051
1,3882673,3923392,id4990,40719,118103067,3872673,0,3,1.0,3,0,0,17.286,17.5,18.0,4.0,1.132,1.279,1.279,60.387,4.945,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3882623,3882673,3923392,3923442,0.54,0.4,0.5256022986812053
1,4566321,4567452,id1185,1131,117459007,4556321,0,0,0.0,0,0,0,1.5,1.5,2.0,1.0,0.707,2.507,2.507,6.445,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566271,4566321,4567452,4567502,0.38,0.56,0.4509283819628647
1,5012698,5017758,id4818,5060,117008701,5002698,0,0,0.5,0,0,0,2.0,2.0,2.0,3.182,1.095,2.507,2.507,7.65,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5012648,5012698,5017758,5017808,0.14,0.6,0.4561264822134387
1,5153565,5156021,id893,2456,116870438,5143565,0,0,1.0,0,0,0,1.0,1.0,1.0,3.182,1.095,2.28,2.28,30.41,37.965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5153515,5153565,5156021,5156071,0.54,0.36,0.4592833876221498
1,5990362,5992133,id3157,1771,116034326,5980362,0,1,1.0,1,1,0,10.0,10.0,10.0,3.182,1.095,2.28,2.28,11.478,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990312,5990362,5992133,5992183,0.46,0.72,0.5793337097684924
1,6224908,6226376,id1410,1468,115800083,6214908,0,1,1.0,0,0,0,44.0,44.0,44.0,3.182,1.095,2.131,2.131,37.472,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6224858,6224908,6226376,6226426,0.52,0.42,0.5483651226158038
1,6381368,6422457,id3263,41089,115604002,6371368,0,1,1.0,2,0,0,40.119,44.0,46.0,10.0,2.864,2.131,2.131,32.107,13.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6381318,6381368,6422457,6422507,0.18,0.58,0.5205529460439534
1,6527641,6530529,id2151,2888,115495930,6517641,0,1,0.0,0,0,0,52.0,52.0,52.0,3.182,1.095,2.131,2.131,26.324,10.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6527591,6527641,6530529,6530579,0.32,0.36,0.4826869806094183
1,6766174,6768100,id426,1926,115258359,6756174,0,0,0.0,0,0,0,34.667,35.0,35.0,1.0,0.577,2.131,2.131,57.765,37.965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6766124,6766174,6768100,6768150,0.38,0.28,0.4122533748701973
1,7653168,7654313,id5031,1145,114372146,7643168,0,1,0.0,0,0,0,2.0,2.0,2.0,3.182,1.095,1.691,1.691,10.72,13.215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7653118,7653168,7654313,7654363,0.52,0.58,0.514410480349345
1,8275709,8281024,id1652,5315,113745435,8265709,0,0,0.316,0,0,0,21.857,22.0,22.0,2.0,0.69,1.219,1.219,41.904,26.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8275659,8275709,8281024,8281074,0.46,0.36,0.49727187206020695
1,8428099,8429843,id2827,1744,113596616,8418099,0,1,1.0,0,0,0,27.0,26.667,27.0,3.182,1.095,1.219,1.219,30.529,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8428049,8428099,8429843,8429893,0.36,0.54,0.4323394495412844
1,8677052,8678863,id1299,1811,113347596,8667052,0,0,1.0,0,0,0,39.0,39.0,39.0,3.182,1.095,1.219,1.219,84.847,37.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677002,8677052,8678863,8678913,0.5,0.36,0.42352291551628934
1,8982094,9308157,id2816,326063,112718302,8972094,0,7,1.0,8,0,0,64.269,63.5,66.0,14.0,2.906,1.46,1.46,35.174,5.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8982044,8982094,9308157,9308207,0.48,0.52,0.50061491184219
1,9908552,9911959,id6417,3407,112114500,9898552,0,1,1.0,1,0,0,77.4,77.5,78.0,1.0,0.548,1.701,1.701,11.1,37.965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9908502,9908552,9911959,9912009,0.5,0.68,0.5846786028764309
1,10352863,10451985,id4282,99122,111574474,10342863,0,4,1.0,2,0,0,53.42,55.667,58.0,10.0,2.404,1.47,1.47,26.432,39.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10352813,10352863,10451985,10452035,0.44,0.32,0.46917939508888035
1,10441421,10443444,id2155,2023,111583015,10431421,0,2,0.961,0,0,0,51.333,51.0,52.0,2.0,1.155,1.47,1.47,32.413,37.965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10441371,10441421,10443444,10443494,0.6,0.66,0.43944636678200694
