chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,26097,27141,id6184,1044,121999318,16097,0,1,1.0,0,0,0,16.067,16.083,0.0,3.184,1.103,1.315,1.314,18.77,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26047,26097,27141,27191,0.66,0.48,0.47988505747126436
1,67370,69198,id3619,1828,121957261,57370,0,1,1.0,0,0,0,16.067,16.083,0.0,3.184,1.103,1.315,1.314,31.897,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67320,67370,69198,69248,0.36,0.44,0.33807439824945296
1,315054,316063,id3908,1009,121710396,305054,2,0,0.0,0,0,0,16.067,16.083,0.0,3.184,1.103,1.315,1.314,31.897,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315004,315054,316063,316113,0.0,0.0,0.0
1,324416,325557,id4084,1141,121700902,314416,2,0,1.0,0,0,0,16.067,16.083,0.0,3.184,1.103,1.315,1.314,31.897,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324366,324416,325557,325607,0.0,0.0,0.0
1,2954694,2960772,id407,6078,119065687,2944694,0,0,1.0,1,0,0,2.429,2.5,3.0,1.0,0.535,1.315,1.314,10.125,37.371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954644,2954694,2960772,2960822,0.48,0.5,0.4442250740375123
1,3643251,3644807,id3398,1556,118381652,3633251,0,1,1.0,1,0,0,15.5,15.5,16.0,1.0,0.707,1.315,1.314,6.448,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643201,3643251,3644807,3644857,0.44,0.38,0.647172236503856
1,3988476,3989754,id2348,1278,118036705,3978476,0,0,1.0,0,0,0,16.067,16.083,0.0,3.184,1.103,1.315,1.314,31.897,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3988426,3988476,3989754,3989804,0.28,0.36,0.4538341158059468
1,5729071,5731628,id2518,2557,116294831,5719071,0,0,1.0,0,0,0,2.0,2.0,2.0,3.184,1.103,2.28,2.28,61.611,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5729021,5729071,5731628,5731678,0.72,0.48,0.5455612045365663
1,5943005,5964672,id2698,21667,116061787,5933005,0,1,0.5,0,0,0,9.273,9.0,10.0,3.0,0.935,2.28,2.28,11.93,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5942955,5943005,5964672,5964722,0.44,0.38,0.49134628698020033
1,6075884,6097128,id847,21244,115929331,6065884,0,1,0.0,0,0,0,18.864,17.333,20.0,5.0,1.521,2.131,2.131,23.875,6.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6075834,6075884,6097128,6097178,0.4,0.62,0.5698550178874034
1,6337725,6516199,id4285,178474,115510260,6327725,0,5,0.529,15,0,0,48.967,54.5,57.0,22.0,5.884,2.131,2.131,42.448,38.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6337675,6337725,6516199,6516249,0.58,0.5,0.5636731400652196
1,6772924,6778959,id4216,6035,115247500,6762924,0,0,1.0,0,0,0,34.0,33.0,33.0,2.0,0.816,2.131,2.131,52.005,238.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6772874,6772924,6778959,6779009,0.58,0.54,0.4574979287489644
1,6871162,6873176,id144,2014,115153283,6861162,0,1,1.0,0,0,0,23.667,24.0,24.0,1.0,0.577,2.131,2.131,21.4,20.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6871112,6871162,6873176,6873226,0.36,0.38,0.3416087388282026
1,6932025,6933311,id6002,1286,115093148,6922025,0,1,1.0,0,0,0,9.0,9.0,9.0,3.184,1.103,2.131,2.131,31.897,37.371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6931975,6932025,6933311,6933361,0.4,0.52,0.38880248833592534
1,7403556,7407268,id1184,3712,114619191,7393556,0,1,0.0,0,0,0,3.8,3.5,4.0,1.0,0.447,1.691,1.691,27.698,37.371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7403506,7403556,7407268,7407318,0.42,0.48,0.5231681034482759
1,8188585,8208398,id5041,19813,113818061,8178585,0,0,0.0,0,0,0,20.476,21.0,22.0,3.0,0.75,1.219,1.219,82.357,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8188535,8188585,8208398,8208448,0.52,0.58,0.48402563973148943
1,8199443,8200603,id3091,1160,113825856,8189443,0,0,1.0,0,0,0,21.5,21.5,22.0,1.0,0.707,1.219,1.219,170.412,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8199393,8199443,8200603,8200653,0.5,0.62,0.55
1,8405485,8406814,id2780,1329,113619645,8395485,0,1,0.0,0,0,0,32.5,32.667,33.0,1.0,0.707,1.219,1.219,7.3,37.371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8405435,8405485,8406814,8406864,0.3,0.36,0.39954853273137697
1,9022961,9024479,id644,1518,113001980,9012961,0,1,1.0,0,0,0,60.5,60.5,61.0,1.0,0.707,1.701,1.701,25.783,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9022911,9022961,9024479,9024529,0.58,0.54,0.4453227931488801
1,10147803,10148970,id655,1167,111877489,10137803,0,1,1.0,0,0,0,53.667,53.5,54.0,1.0,0.577,1.47,1.47,15.8,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10147753,10147803,10148970,10149020,0.38,0.38,0.49014567266495285
1,10341898,10343766,id559,1868,111682693,10331898,0,0,1.0,0,0,0,62.0,62.0,62.0,3.184,1.103,1.47,1.47,12.367,37.371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10341848,10341898,10343766,10343816,0.62,0.14,0.389186295503212
1,10377582,10379201,id2246,1619,111647258,10367582,0,0,0.333,0,0,0,54.0,54.0,54.0,3.184,1.103,1.47,1.47,5.35,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10377532,10377582,10379201,10379251,0.42,0.28,0.4768375540457072
1,10869437,10875524,id2231,6087,111150935,10859437,0,0,1.0,0,0,0,30.571,30.5,31.0,1.0,0.535,1.47,1.47,77.907,37.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10869387,10869437,10875524,10875574,0.58,0.66,0.5257105306390668
