chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,660538,662973,id5445,2435,121363486,650538,0,0,0.8,0,0,0,20.333,20.5,21.0,1.0,0.577,1.308,1.308,32.385,36.949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,660488,660538,662973,663023,0.34,0.22,0.30759753593429157
1,1017308,1018459,id3131,1151,121008000,1007308,0,0,1.0,0,0,0,70.0,70.0,70.0,3.177,1.107,1.308,1.308,32.385,36.949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017258,1017308,1018459,1018509,0.46,0.64,0.5403996524761078
1,1293717,1300180,id5580,6463,120726279,1283717,0,1,1.0,2,1,0,73.714,73.5,74.0,1.0,0.488,1.116,1.116,19.474,36.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293667,1293717,1300180,1300230,0.72,0.6,0.6897725514466966
1,1859111,1862538,id1767,3427,120163921,1849111,0,1,1.0,0,0,0,67.8,67.5,68.0,2.0,0.837,1.116,1.116,5.735,10.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1859061,1859111,1862538,1862588,0.58,0.6,0.4800116720163408
1,2629719,2630768,id620,1049,119395691,2619719,0,1,1.0,0,0,0,34.0,34.0,34.0,3.177,1.107,1.308,1.308,32.385,36.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629669,2629719,2630768,2630818,0.64,0.58,0.5795996186844614
1,2636137,2637569,id646,1432,119388890,2626137,0,0,1.0,0,0,0,32.0,32.0,32.0,3.177,1.107,1.308,1.308,41.905,79.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636087,2636137,2637569,2637619,0.32,0.64,0.505586592178771
1,3020230,3021532,id5183,1302,119004927,3010230,0,1,1.0,0,0,0,2.0,2.0,2.0,3.177,1.107,1.308,1.308,8.165,10.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020180,3020230,3021532,3021582,0.5,0.68,0.5737327188940092
1,3107091,3108168,id182,1077,118918291,3097091,0,1,0.5,0,0,0,2.0,2.0,2.0,3.177,1.107,1.308,1.308,7.98,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107041,3107091,3108168,3108218,0.6,0.46,0.5496750232126276
1,4131329,4289563,id3251,158234,117736896,4121329,0,0,1.0,2,0,0,2.27,2.667,5.0,5.0,1.353,2.507,2.507,10.752,36.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4131279,4131329,4289563,4289613,0.6,0.48,0.45901639344262296
1,4179703,4289331,id4995,109628,117737128,4169703,0,0,1.0,0,0,0,1.536,2.5,3.0,2.0,0.519,2.507,2.507,9.502,36.949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4179653,4179703,4289331,4289381,0.5,0.32,0.43473382712445724
1,4601436,4602733,id1235,1297,117423726,4591436,0,0,1.0,0,0,0,2.0,2.0,2.0,3.177,1.107,2.507,2.507,5.04,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601386,4601436,4602733,4602783,0.48,0.68,0.5150346954510409
1,4846766,4848498,id4779,1732,117177961,4836766,0,0,1.0,0,0,0,2.0,2.0,2.0,3.177,1.107,2.507,2.507,6.025,36.949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846716,4846766,4848498,4848548,0.38,0.42,0.40127020785219397
1,5232702,5233861,id416,1159,116792598,5222702,0,0,0.0,0,0,0,3.0,3.0,3.0,3.177,1.107,2.28,2.28,6.24,36.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5232652,5232702,5233861,5233911,0.26,0.54,0.41932700603968937
1,5328238,5330006,id3292,1768,116696453,5318238,0,0,1.0,0,0,0,4.0,4.0,4.0,3.177,1.107,2.28,2.28,32.385,36.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5328188,5328238,5330006,5330056,0.34,0.38,0.43665158371040724
1,6321638,6323212,id2000,1574,115703247,6311638,0,1,0.0,0,0,0,56.0,56.0,56.0,3.177,1.107,2.131,2.131,122.57,82.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6321588,6321638,6323212,6323262,0.64,0.48,0.5438373570520966
1,6501515,6502845,id470,1330,115523614,6491515,0,0,0.167,0,0,0,53.0,53.333,54.0,3.177,1.107,2.131,2.131,56.063,54.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501465,6501515,6502845,6502895,0.54,0.58,0.6052631578947368
1,6802217,6803774,id3050,1557,115222685,6792217,0,1,0.0,0,0,0,28.5,28.5,29.0,1.0,0.707,2.131,2.131,105.567,81.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6802167,6802217,6803774,6803824,0.48,0.5,0.44572896596017986
1,6867787,6877384,id2882,9597,115149075,6857787,0,1,1.0,0,0,0,23.818,24.5,25.0,3.0,0.874,2.131,2.131,34.324,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6867737,6867787,6877384,6877434,0.16,0.42,0.4041888090028134
1,7008480,7009707,id1066,1227,115016752,6998480,0,1,1.0,0,0,0,12.5,12.5,13.0,1.0,0.707,2.131,2.131,6.653,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7008430,7008480,7009707,7009757,0.6,0.6,0.5582722086389568
1,7288224,7289493,id1835,1269,114736966,7278224,0,1,0.0,0,0,0,2.0,2.0,2.0,3.177,1.107,1.691,1.691,32.385,36.949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7288174,7288224,7289493,7289543,0.62,0.5,0.48226950354609927
1,7498436,7520607,id6402,22171,114505852,7488436,0,1,1.0,0,0,0,2.565,2.5,3.0,1.0,0.507,1.691,1.691,20.173,36.949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7498386,7498436,7520607,7520657,0.46,0.76,0.5454873483379189
