chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,268470,269544,id2637,1074,121756915,258470,0,0,0.0,0,0,0,19.0,19.0,19.0,3.197,1.112,1.32,1.32,32.302,37.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268420,268470,269544,269594,0.38,0.36,0.425512104283054
1,778020,783944,id766,5924,121242515,768020,0,1,1.0,1,0,0,22.857,23.0,24.0,2.0,0.69,1.32,1.32,5.85,37.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,777970,778020,783944,783994,0.62,0.24,0.4314652261985145
1,1186074,1198909,id5689,12835,120827550,1176074,0,1,1.0,1,0,0,66.071,65.5,66.0,2.0,0.73,1.116,1.116,34.177,37.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1186024,1186074,1198909,1198959,0.48,0.64,0.47876899104012466
1,1284512,1335215,id5224,50703,120691244,1274512,0,6,1.0,9,0,0,73.255,71.0,72.0,6.0,1.426,1.116,1.116,53.262,94.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284462,1284512,1335215,1335265,0.52,0.66,0.651125179969627
1,2912111,2915284,id2268,3173,119111175,2902111,0,0,1.0,0,0,0,2.5,2.667,3.0,1.0,0.577,1.32,1.32,5.26,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912061,2912111,2915284,2915334,0.6,0.6,0.6041601008509297
1,2957279,2958771,id5147,1492,119067688,2947279,0,0,0.0,0,0,0,2.5,2.5,3.0,1.0,0.707,1.32,1.32,11.423,21.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2957229,2957279,2958771,2958821,0.3,0.28,0.3284182305630027
1,3025768,3026827,id1758,1059,118999632,3015768,0,0,1.0,0,0,0,1.0,1.0,1.0,3.197,1.112,1.32,1.32,6.302,5.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025718,3025768,3026827,3026877,0.36,0.56,0.48347497639282344
1,3278600,3280050,id2332,1450,118746409,3268600,0,1,1.0,1,0,0,2.0,2.333,3.0,3.197,1.112,1.32,1.32,6.84,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278550,3278600,3280050,3280100,0.66,0.24,0.6337931034482759
1,3347579,3350181,id5430,2602,118676278,3337579,0,1,1.0,0,0,0,4.25,4.5,5.0,1.0,0.5,1.32,1.32,13.962,23.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3347529,3347579,3350181,3350231,0.64,0.56,0.617217524980784
1,4001649,4004622,id4031,2973,118021837,3991649,0,0,1.0,0,0,0,15.425,15.426,0.0,3.197,1.112,1.32,1.32,32.302,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4001599,4001649,4004622,4004672,0.58,0.56,0.5462495795492768
1,4047469,4049697,id413,2228,117976762,4037469,0,0,0.0,0,0,0,12.0,12.0,12.0,3.197,1.112,2.507,2.507,12.029,4.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047419,4047469,4049697,4049747,0.58,0.5,0.5632854578096947
1,5075818,5077233,id752,1415,116949226,5065818,0,0,1.0,0,0,0,2.0,2.0,2.0,3.197,1.112,2.28,2.28,5.12,37.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5075768,5075818,5077233,5077283,0.0,0.58,0.3978798586572438
1,5556557,5557672,id1483,1115,116468787,5546557,0,0,1.0,0,0,0,3.0,3.0,3.0,3.197,1.112,2.28,2.28,6.93,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5556507,5556557,5557672,5557722,0.66,0.36,0.4367713004484305
1,5653190,5660549,id5756,7359,116365910,5643190,0,0,1.0,0,0,0,2.0,2.0,3.0,2.0,1.069,2.28,2.28,5.746,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653140,5653190,5660549,5660599,0.46,0.32,0.4587579834216606
1,6113070,6120877,id4641,7807,115905582,6103070,0,1,1.0,0,0,0,22.222,22.0,23.0,2.0,0.833,2.131,2.131,24.719,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6113020,6113070,6120877,6120927,0.62,0.38,0.43717176892532345
1,6885209,6886705,id3757,1496,115139754,6875209,0,1,1.0,0,0,0,26.0,26.0,26.0,3.197,1.112,2.131,2.131,8.7,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6885159,6885209,6886705,6886755,0.34,0.46,0.4264705882352941
1,8049298,8050740,id6410,1442,113975719,8039298,0,0,1.0,0,0,0,23.0,23.0,23.0,3.197,1.112,1.219,1.219,4.65,37.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8049248,8049298,8050740,8050790,0.66,0.52,0.41539528432732314
1,8843567,8852587,id902,9020,113173872,8833567,0,0,0.0,0,0,0,69.3,70.0,71.0,3.0,1.059,1.219,1.219,12.434,37.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8843517,8843567,8852587,8852637,0.56,0.24,0.5014412416851441
1,9002688,9004408,id1853,1720,113022051,8992688,0,1,0.0,0,0,0,60.667,60.5,61.0,1.0,0.577,1.219,1.219,55.62,37.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9002638,9002688,9004408,9004458,0.6,0.56,0.4819767441860465
1,9830740,9833398,id23,2658,112193061,9820740,0,0,1.0,0,0,0,73.5,73.5,74.0,1.0,0.577,1.701,1.701,97.713,84.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9830690,9830740,9833398,9833448,0.54,0.28,0.49774266365688485
1,9972414,9974657,id1485,2243,112051802,9962414,0,1,0.5,0,0,0,73.333,73.5,74.0,1.0,0.577,1.701,1.701,32.302,37.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9972364,9972414,9974657,9974707,0.56,0.42,0.49754792688363797
1,10324688,10449378,id56,124690,111577081,10314688,0,3,1.0,3,0,0,54.897,54.0,58.0,13.0,3.429,1.47,1.47,30.155,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10324638,10324688,10449378,10449428,0.34,0.64,0.4586173710802791
1,11389068,11391551,id3735,2483,110634908,11379068,0,0,0.0,0,0,0,22.333,22.5,23.0,1.0,0.577,3.06,3.06,44.83,37.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11389018,11389068,11391551,11391601,0.42,0.34,0.4691904953685058
1,12796855,12798240,id6543,1385,109228219,12786855,0,0,1.0,0,0,0,6.5,6.5,7.0,1.0,0.707,0.998,0.998,8.4,6.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12796805,12796855,12798240,12798290,0.32,0.48,0.5718411552346571
1,13271453,13277627,id3667,6174,108748832,13261453,0,0,1.0,0,0,0,15.425,15.426,0.0,3.197,1.112,1.32,1.32,32.302,37.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13271403,13271453,13277627,13277677,0.62,0.36,0.49384515711046323
1,13990640,13993967,id2402,3327,108032492,13980640,0,0,0.0,0,0,0,7.5,7.5,8.0,1.0,0.577,2.127,2.127,52.295,37.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13990590,13990640,13993967,13994017,0.38,0.34,0.3910429816651638
1,15318616,15319983,id2970,1367,106706476,15308616,0,1,0.939,0,0,0,22.0,22.0,22.0,3.197,1.112,2.334,2.334,7.943,37.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15318566,15318616,15319983,15320033,0.64,0.42,0.3511338697878566
