chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,10000,207666,id1,197666,121818793,0,2,6,0.206,3,0,0,23.697,21.092,0.0,31.0,12.717,1.306,1.306,18.837,36.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050,9100,208566,208616,0.0,0.0,0.4437080732144122
1,257666,297956,id2,40290,121728503,247666,2,0,0.208,0,0,0,29.531,21.092,0.0,13.0,4.458,1.306,1.306,29.449,36.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256716,256766,298856,298906,0.0,0.0,0.39144459332043074
1,347968,535988,id3,188020,121490471,337968,2,1,0.229,3,0,0,20.982,21.092,0.0,3.885,1.31,1.306,1.306,31.596,36.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347018,347068,536888,536938,0.0,0.0,0.4298744814381449
1,585988,817292,id4,231304,121209167,575988,1,2,0.255,3,0,0,20.347,28.0,28.0,43.0,8.846,1.306,1.306,370.261,36.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585038,585088,818192,818242,0.0,0.3,0.4287566105665708
1,817367,821400,id5,4033,121205059,807367,0,1,0.0,0,0,0,29.0,28.5,29.0,2.0,1.0,1.306,1.306,14.195,80.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,816417,816467,822300,822350,0.36,0.48,0.4896279787416424
1,823659,867135,id6,43476,121159324,813659,0,2,0.0,3,0,0,35.25,29.0,29.0,8.0,1.954,1.306,1.306,34.112,36.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822709,822759,868035,868085,0.54,0.46,0.4655225726654298
1,867192,872507,id7,5315,121153952,857192,0,1,0.097,1,0,0,28.429,29.333,33.0,3.0,0.976,1.306,1.306,28.116,8.165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866242,866292,873407,873457,0.66,0.66,0.44862965565706253
1,872879,898701,id8,25822,121127758,862879,0,1,0.095,0,0,0,24.0,28.5,29.0,7.0,2.496,1.306,1.306,16.286,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871929,871979,899601,899651,0.26,0.64,0.4430526392006372
1,955921,960557,id9,4636,121065902,945921,0,1,0.0,1,1,0,56.0,55.5,56.0,2.0,0.632,1.306,1.306,6.825,91.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954971,955021,961457,961507,0.66,0.62,0.636886264760721
1,1444514,1448930,id11,4416,120577529,1434514,0,0,1.0,0,0,0,77.6,77.5,78.0,1.0,0.548,1.116,1.116,73.505,36.638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1443564,1443614,1449830,1449880,0.6,0.5,0.5202702702702703
