1.615540250178155723e-01,3.740164367607131529e-02,2.901124157007866633e-01
7.671344467927625199e-02,1.903319960733863003e-01,9.630394470952838293e-02
6.381286558940329470e-04,2.638981878453943719e-01,3.494955585957732619e-02
4.066147799966510906e-02,3.507431771472095390e-04,8.646689454968584446e-03
2.617195512430597632e-03,1.012853495150693867e-01,3.102008777207668211e-01
2.654800720576114097e-03,1.988861248327239983e-01,7.874021476804607400e-02
1.408829984164415442e-03,1.108356997951357864e-01,9.014701170439708144e-02
5.590795186432090868e-04,1.872664996018440497e-01,1.417497425363721704e-02
2.662664296355827381e-02,3.396184799008256094e-01,2.731345921310276981e-01
1.148116438742671774e-02,2.167155891458522332e-01,4.060162453605341559e-01
2.267202597308984671e-02,4.054283146776169189e-01,1.780447638307827707e-01
1.259337896378664168e-01,2.956649046053262953e-01,4.924959860824829755e-02
4.122410608287598206e-03,2.421088395756982037e-01,1.825186814404697877e-01
6.457870128125778103e-04,2.017673444746854727e-01,1.539461893767498334e-02
8.874877835455822128e-04,2.662654112098179482e-01,3.035849505029551004e-02
7.467018025911486244e-03,2.052275352926797580e-01,6.515139384481223594e-02
2.086279221143904905e-01,2.121739294014707844e-01,3.224153440129791659e-01
4.071701207738971152e-04,1.598237431594901892e-01,2.673159724618955416e-02
1.251476789434353889e-03,2.783504594016184552e-01,3.363605749088970087e-02
7.953561696979025326e-04,2.087728382659001791e-01,4.451404017652221129e-02
7.516968200043712021e-04,2.234221405050124953e-01,1.673984174721778601e-02
8.368539081633363796e-02,1.052084573598647960e-01,2.950982747541472939e-01
1.655384529985529651e-01,1.307863005993750716e-02,1.080170495158617842e-02
3.741575131565253180e-04,1.465497547433730063e-01,3.948523629134941676e-02
1.411080193701420675e-03,1.668699151898146715e-01,1.297333740547179926e-01
2.569148902462826678e-06,1.612270663455440955e-01,1.957096492944679009e-02
1.542112744602299737e-03,1.626060689358759803e-01,9.877241980697507029e-02
2.263162692350108654e-03,1.556489477670497668e-01,9.404063748526020339e-02
4.379606729955176125e-08,1.072776779159863164e-01,1.800850268149171984e-02
7.521550643170207958e-04,2.082702749257830943e-01,3.906842408298225044e-02
1.353664892897509485e-03,1.611697775762585549e-01,1.077364798969238230e-01
1.246687989904300513e-02,1.169114467915809141e-01,2.993963017095579299e-02
4.292477405826816000e-02,1.718552903057925518e-01,1.376739322287247325e-01
1.149053405928250199e-01,3.359178141758705216e-01,1.718523222574867282e-01
6.746193041761093219e-04,1.075787811071201860e-01,7.152575088219040311e-02
3.648880236957342121e-02,6.904827021686088528e-02,3.360660181296750704e-01
3.056941704986120348e-03,3.107527267822825234e-02,3.204506348652730319e-02
3.798658563242210688e-04,2.100432144495174847e-01,2.960809822360933527e-02
6.161448749885092748e-04,1.858874670877029012e-01,7.298426895712317730e-02
6.154213687177803767e-04,1.583805953236962494e-01,2.851550082119676949e-02
3.285425806452687094e-04,1.072163830641764404e-01,2.468032340082132459e-02
4.839471128767362101e-02,1.870819079875987168e-01,5.698222421790344328e-02
1.709961293913867808e-01,1.471666362440693099e-01,9.475022971057688037e-02
7.207607041783088480e-04,1.586143526387137348e-01,7.930818847457238308e-02
4.580335901890293659e-02,1.509173698593186397e-01,3.677334610540888143e-02
4.761552723860494499e-04,1.355483127934359322e-01,1.553519439047186708e-02
7.083663148522590519e-04,1.403147360537539412e-01,3.021734918930242195e-02
1.688065839692645675e-01,2.717360470940446970e-01,7.669204288488939980e-02
7.514686473848237363e-04,6.385166811644958640e-02,3.667262321008456921e-02
6.300469077085493317e-10,3.191993783643513882e-02,1.338855635530621958e-03
1.683098023814949638e-03,7.268760237988473871e-02,3.868735658727909255e-02
3.903410540032546672e-02,1.444937381443653079e-01,1.527199823047883376e-01
4.165272405810675066e-02,1.898719777962003530e-01,5.017397989324796914e-02
9.653749253576936196e-02,2.203874309149332911e-01,2.097265918866060286e-01
6.747584566108586271e-04,1.879818313979921551e-01,2.323835650755666157e-02
7.061310767246158429e-04,1.975469690872732331e-01,5.118334015403626369e-02
1.761908304030412843e-04,2.405446004036253249e-02,2.286903230626341488e-02
2.512127051196095783e-05,1.201838493595050322e-01,2.560655203498938062e-02
2.723932552948693520e-02,1.324554743830423931e-01,8.674909710025539844e-02
5.743270861359725055e-04,3.259155005982622422e-02,3.195972604955698432e-02
2.833033922353996991e-03,1.493979997473340524e-02,9.928036414991042724e-02
9.934025904905254001e-04,1.696632044726202604e-01,4.610294152848507659e-02
3.252917303848806840e-02,1.767415555394905025e-01,1.954766388175516456e-01
7.288830889569050415e-04,2.201966837973394209e-01,5.949292638543976497e-02
1.373606517671453536e-03,1.688054360003640453e-01,2.228563832865404493e-03
1.993027309686644377e-02,1.941534792627068462e-01,3.330325406052572768e-02
1.544465156427527906e-03,3.135224469281090998e-01,1.661431223532300050e-01
2.736247890996916250e-03,3.141370378021496323e-01,2.463860347682095830e-01
2.725389118044012349e-02,1.402773390167253997e-01,7.341745081726447353e-02
7.846201150625960186e-03,3.306689025421167272e-01,5.971162361792576451e-02
1.009618487523234777e-03,2.916468536667087275e-01,6.581279632107304989e-02
8.467521228692367896e-02,5.784067964340985912e-02,2.616465258311251874e-01
1.349791597954206820e-02,1.782632360012891826e-01,3.611361027749213776e-02
4.565448324326686139e-08,1.725748567160039770e-01,6.444620961561870788e-03
1.124663864726297433e-03,2.752287267723922959e-01,6.683906512199264127e-02
8.623469083528891629e-04,1.574871237377004907e-01,7.234505402556655473e-02
1.413812823767698554e-04,2.916757386458038170e-01,5.523828120600693392e-02
4.421621876908993221e-02,1.123382376132930210e-01,1.369355847735598541e-01
5.668763998850256253e-03,5.727773604026138443e-01,8.118556903282515835e-02
1.448492172047326047e-03,1.605706637135063675e-01,3.020982193945009886e-02
1.793967930525472085e-02,6.894776127234214513e-02,3.808828219642843016e-02
3.615902385121170463e-03,1.056825417532647610e-01,2.262958736560577444e-02
2.939196933087005596e-04,1.364874096184970909e-01,8.744724538687635024e-03
1.883938871830045751e-04,7.436819451394589831e-02,2.235754584590566793e-02
1.989412493806662688e-04,4.140367357145101346e-02,2.899357283294651255e-02
1.707244454278157098e-03,2.246047149554961653e-01,3.890002075354261762e-02
2.529782523540589911e-02,9.938941563621808695e-02,1.259858553602312067e-02
8.394071796832481202e-04,6.422562733930842205e-02,3.284419881512012918e-02
3.635263650244459745e-04,1.163604713274902364e-01,2.694781443612274344e-03
5.677062332413067638e-04,1.909864057128484172e-01,4.034967157467177212e-02
1.564148389802002062e-02,3.550914114209840350e-02,2.954569165551711452e-01
3.510888437321041389e-02,3.104733479135319829e-01,2.906584920679254266e-02
8.818113899135952144e-03,1.234210728730822521e-01,4.476773200432308114e-02
9.972263267272215952e-04,2.722240364196866214e-01,3.862365730264523400e-02
6.511950703524625999e-04,1.388685650918746184e-01,6.397202441641100523e-02
6.068668325762473790e-04,2.469629343359366069e-01,1.758935355482633967e-02
2.260238640055447362e-02,2.065465154391964153e-01,2.866053453480409824e-02
8.542040021249509840e-02,2.706228037177024759e-01,3.411854321763069797e-01
3.470579500489426317e-02,2.913468830434945422e-01,2.891615807194409735e-02
1.806640525885043133e-02,3.534920329061026489e-01,8.014021497180398579e-02
2.986942543692761715e-02,1.047113632116722093e-01,3.203515602225662784e-01
3.034461820475015809e-02,1.726838353646993618e-01,5.055680927493876736e-02
1.694791628721177210e-02,2.227164569491464352e-01,2.074233486464020434e-02
1.418435276618915065e-03,5.227129790128082210e-02,8.504359192338284412e-02
2.438207949074065609e-04,8.580428705357673325e-02,1.489492528345181654e-03
1.029885629873122325e-03,8.653169465802618143e-02,7.071312914081574752e-02
1.759559163792079328e-02,1.953119912404286396e-01,4.456783754469905573e-02
8.404427479526836763e-04,1.031092264443897594e-01,2.195373725050888541e-02
8.377099284316232020e-02,1.597598402434625697e-01,2.211043488305622709e-02
1.003332503616199967e-02,2.965727264266673213e-01,1.884565822194718687e-01
7.916886310405069852e-05,7.326241140826073028e-02,1.190871699837431352e-02
4.507069622451446121e-03,1.302928539743463676e-01,1.828921948704056444e-01
1.595708058957727091e-02,1.086399686653006097e-01,3.637283203775061591e-02
8.241300992560844293e-04,2.612831356867110211e-01,3.392577938397957349e-02
7.033228434136530854e-04,2.046388841838621686e-01,3.901078101133178405e-02
5.059282928459638397e-04,1.977279766130561334e-01,8.244186851168072705e-02
8.802317126652883100e-03,2.308604221498966047e-01,7.306157600705878719e-02
3.365742305964643244e-02,4.719221656328205783e-01,3.495194607135497789e-01
7.221982599611034923e-04,2.042470575129021748e-01,3.016206685234430404e-02
4.451148572085583677e-02,4.518032468893997677e-01,7.960875667610926854e-02
1.305086665124615547e-02,1.186541571367355635e-01,1.310308468234649415e-01
5.035499289856876920e-04,1.671307085228881384e-01,1.605596491104440901e-02
5.311920220250014981e-04,1.409501244289580735e-01,6.257129838608069261e-02
1.826854289237076498e-03,1.694746041881404208e-01,9.950559030923877835e-02
5.932581267112086278e-04,1.353729108726729746e-01,4.199307059533167324e-02
1.236591680465561277e-03,2.545618522023646579e-01,2.980994630348106356e-02
1.197731391989157596e-01,8.168320205736301354e-02,2.736755825020635302e-01
1.422813048716213905e-02,2.797201457162944993e-01,1.339526021641043729e-01
4.512379217579916280e-02,2.221482777627991900e-01,1.830668049317314972e-01
3.313366704247267536e-01,6.731683702422321947e-01,5.076530642600345367e-01
3.917131441841312906e-04,1.276065650599136070e-01,1.453676696052518674e-02
2.507646441430897433e-01,4.207600355385183732e-01,1.456915155958614094e-01
3.097694336071634205e-02,1.866001487570507766e-01,7.995373057186921928e-02
1.341165886102843596e-02,2.805193381409788467e-01,1.779629367824253072e-01
7.322787606316943920e-02,3.394534684049695938e-01,1.676263647995683559e-01
1.226464811037564495e-01,5.680344360199706538e-02,4.200708013255589068e-01
5.986841348655714450e-04,2.279914170367432213e-01,3.717404249873962341e-02
3.581661759504825224e-03,1.970013127776122364e-01,1.364274058422288993e-01
3.636320276652383904e-04,1.206628128599765565e-01,8.860598946558603112e-03
1.739088652644412911e-02,1.240859854033577042e-01,1.459340959877647170e-01
6.534907111806795982e-03,2.065192682563607718e-01,7.237757461424906141e-03
1.704919238197559125e-02,1.848195124481196161e-01,1.354379755782101624e-01
9.449925437143593104e-04,1.744338132543502007e-01,5.270265945310158816e-03
1.248045539147390470e-01,3.208526687014923162e-02,1.724679641661119589e-01
6.975259104659442544e-02,9.716685461840444960e-02,5.354765958571266332e-02
2.731058732088515210e-04,1.140118427880237456e-01,6.775069200473415876e-02
2.594039452860916417e-08,1.640158033696593465e-01,8.044117785140830756e-03
2.948816434301949592e-04,2.071968506810435706e-01,7.240372244684393534e-03
3.032907220792187969e-04,8.216375323977720413e-02,2.785944832325774889e-02
1.966220751518160876e-04,6.824072126501978808e-02,3.063103186765216146e-02
3.995341798596552946e-03,9.471904645145344526e-02,1.643514244722474038e-01
3.564251075975623934e-02,1.146950672261794618e-01,2.664410557068037227e-02
8.815246551541923567e-04,2.309084797308495751e-01,2.796675194864205183e-02
4.040143586949250108e-04,2.000200874150615538e-01,2.541987562729138700e-02
5.222766002087208441e-04,1.342652951486584534e-01,7.203043803246464427e-02
3.229536306704517551e-02,2.510412301005987001e-01,8.586346167725366491e-03
4.416492661451156703e-04,1.413444978024474274e-01,4.797539168374722468e-02
3.997441935647228980e-03,1.686441014618028089e-01,1.615596215050837392e-01
2.703784336020638168e-01,1.287403912485013066e-04,1.622199032156311505e-02
2.285311836320974950e-05,9.745946220213431987e-02,1.392880362871237385e-02
8.589577575350269834e-02,1.247886568278534641e-01,2.393110173004460786e-02
1.723974992206986573e-03,6.942074921694206535e-02,8.558114613227121859e-02
7.559834205190613110e-02,4.558577093017607829e-01,1.242235343065380970e-01
8.776622390351675011e-04,2.037316008733806305e-01,6.786712248943686798e-02
1.338494507490317446e-02,1.444597810953855421e-01,2.108579405699704049e-02
1.611734654607832329e-01,4.257572620528329854e-01,7.055416827651662948e-02
5.726199027940665149e-04,8.666612653889507745e-02,9.004702325310580402e-02
3.812154920821235991e-03,1.234441728948542094e-01,2.288062000162798329e-02
2.084354839290830652e-01,3.097541396458567409e-01,2.083273643066762826e-01
3.000833136762311865e-02,5.657572758649253436e-02,2.943839997645608109e-01
