chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,120066,122919,id440,1,2853,121903540,110066,0,0,0.0,0,0,0,17.874,17.881,0.0,3.33,1.139,1.356,1.356,33.075,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120016,120066,122919,122969,0.314,0.353,0.344
1,1674702,1676736,id245,1,2034,120349723,1664702,0,1,1.0,1,2,0,77.0,77.0,1.0,3.33,1.139,1.116,1.116,16.07,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674652,1674702,1676736,1676786,0.314,0.765,0.603
1,2505287,2506828,id348,1,1541,119519631,2495287,0,1,1.0,0,0,0,35.5,35.5,0.0,1.0,0.707,1.356,1.356,16.3,32.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505237,2505287,2506828,2506878,0.647,0.686,0.647
1,3350376,3351972,id100,1,1596,118674487,3340376,0,1,1.0,0,0,0,4.0,4.0,0.0,3.33,1.139,1.356,1.356,23.245,37.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3350326,3350376,3351972,3352022,0.451,0.51,0.611
1,3582605,3587325,id404,1,4720,118439134,3572605,0,1,1.0,1,0,0,16.833,17.0,1.0,2.0,0.753,1.356,1.356,24.653,6.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3582555,3582605,3587325,3587375,0.471,0.608,0.593
1,3941819,3943252,id401,3,1433,118083207,3931819,0,1,0.0,0,0,0,17.874,17.881,0.0,3.33,1.139,1.356,1.356,33.075,37.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3941769,3941819,3943252,3943302,0.569,0.686,0.512
1,4118539,4124549,id153,1,6010,117901910,4108539,0,0,1.0,0,0,0,5.286,5.333,0.0,1.0,0.488,2.507,2.507,6.539,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4118489,4118539,4124549,4124599,0.667,0.588,0.534
1,4339797,4343494,id500,1,3697,117682965,4329797,0,0,0.05,0,0,0,1.75,1.5,0.0,1.0,0.5,2.507,2.507,33.075,37.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339747,4339797,4343494,4343544,0.471,0.647,0.552
1,4401321,4402459,id235,1,1138,117624000,4391321,0,0,1.0,0,0,0,2.0,2.0,0.0,3.33,1.139,2.507,2.507,8.36,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4401271,4401321,4402459,4402509,0.569,0.431,0.484
1,5020350,5028275,id480,1,7925,116998184,5010350,0,0,1.0,0,0,0,1.111,1.5,1.0,1.0,0.333,2.507,2.507,10.43,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5020300,5020350,5028275,5028325,0.392,0.431,0.388
1,5158235,5160409,id532,1,2174,116866050,5148235,0,0,0.0,0,0,0,1.0,1.0,0.0,3.33,1.139,2.28,2.28,33.075,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158185,5158235,5160409,5160459,0.549,0.451,0.469
1,5853616,5856052,id180,1,2436,116170407,5843616,0,0,0.956,0,0,0,4.0,4.0,0.0,3.33,1.139,2.28,2.28,20.862,42.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5853566,5853616,5856052,5856102,0.49,0.706,0.564
1,6454789,6517695,id86,1,62906,115508764,6444789,0,3,1.0,9,2,2,52.578,52.5,1.0,4.0,0.956,2.131,2.131,49.007,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454739,6454789,6517695,6517745,0.686,0.49,0.591
1,6460044,6466138,id223,1,6094,115560321,6450044,0,3,1.0,2,2,0,52.571,52.0,1.0,2.0,0.787,2.131,2.131,50.466,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6459994,6460044,6466138,6466188,0.627,0.745,0.602
1,6543836,6580694,id61,1,36858,115445765,6533836,0,3,0.0,2,0,0,48.605,49.0,1.0,7.0,1.911,2.131,2.131,49.389,20.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6543786,6543836,6580694,6580744,0.353,0.608,0.518
1,7394456,7422683,id222,1,28227,114603776,7384456,0,1,0.914,0,0,0,4.0,4.5,0.0,2.0,0.267,1.691,1.691,24.026,37.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7394406,7394456,7422683,7422733,0.353,0.647,0.46
