chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,21188,23054,id203,1,1866,122003405,11188,0,1,0.0,0,0,0,17.766,17.752,0.0,3.433,1.18,1.348,1.348,32.018,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21138,21188,23054,23104,0.588,0.471,0.558
1,458835,459909,id346,1,1074,121566550,448835,0,0,1.0,0,0,0,17.766,17.752,0.0,3.433,1.18,1.348,1.348,32.018,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458785,458835,459909,459959,0.412,0.275,0.369
1,504341,505390,id247,4,1049,121521069,494341,0,0,1.0,0,0,0,17.766,17.752,0.0,3.433,1.18,1.348,1.348,32.018,38.168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,504291,504341,505390,505440,0.529,0.569,0.471
1,1079954,1086032,id407,1,6078,120940427,1069954,0,1,1.0,4,0,0,67.143,67.0,0.0,1.0,0.378,1.116,1.116,46.639,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079904,1079954,1086032,1086082,0.627,0.784,0.67
1,1512855,1517516,id324,1,4661,120508943,1502855,0,1,1.0,1,4,0,79.5,79.0,1.0,1.0,0.548,1.116,1.116,56.676,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512805,1512855,1517516,1517566,0.608,0.549,0.574
1,2229825,2232787,id157,2,2962,119793672,2219825,0,1,0.0,0,0,0,28.0,28.0,0.0,3.433,1.18,1.348,1.348,14.58,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2229775,2229825,2232787,2232837,0.667,0.373,0.605
1,2560475,2562500,id27,1,2025,119463959,2550475,0,1,1.0,0,0,0,43.0,43.0,1.0,2.0,0.816,1.348,1.348,101.982,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560425,2560475,2562500,2562550,0.686,0.627,0.637
1,2886482,2887874,id471,1,1392,119138585,2876482,0,0,0.05,0,0,0,2.0,2.0,0.0,3.433,1.18,1.348,1.348,8.69,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886432,2886482,2887874,2887924,0.588,0.667,0.642
1,3806653,3809639,id437,1,2986,118216820,3796653,0,0,1.0,0,0,2,19.0,19.0,1.0,2.0,0.816,1.348,1.348,66.889,92.795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3806603,3806653,3809639,3809689,0.569,0.569,0.469
1,3941070,3947920,id483,1,6850,118078539,3931070,0,2,1.0,0,0,0,17.766,17.752,0.0,3.433,1.18,1.348,1.348,32.018,38.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941020,3941070,3947920,3947970,0.588,0.549,0.535
