chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,317725,320130,id250,1,2405,121706329,307725,4,0,0.0,0,0,0,17.284,17.279,0.0,3.353,1.152,1.366,1.366,31.914,37.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317675,317725,320130,320180,-1.0,-1.0,-1.0
1,416119,418592,id255,1,2473,121607867,406119,0,0,1.0,0,0,0,17.284,17.279,0.0,3.353,1.152,1.366,1.366,31.914,37.024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,416069,416119,418592,418642,0.255,0.373,0.321
1,1632048,1638320,id548,1,6272,120388139,1622048,0,2,1.0,2,2,0,80.875,81.0,0.0,1.0,0.354,1.116,1.116,28.312,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631998,1632048,1638320,1638370,0.667,0.627,0.667
1,3839647,3867874,id222,1,28227,118158585,3829647,0,2,1.0,2,0,2,19.793,19.5,1.0,4.0,1.32,1.366,1.366,57.682,234.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839597,3839647,3867874,3867924,0.373,0.608,0.481
1,4433085,4434350,id181,1,1265,117592109,4423085,0,0,1.0,0,0,0,2.5,2.5,1.0,1.0,0.707,2.507,2.507,6.27,37.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4433035,4433085,4434350,4434400,0.49,0.471,0.482
1,4863631,4864797,id393,2,1166,117161662,4853631,0,0,0.0,0,0,0,1.0,1.0,0.0,3.353,1.152,2.507,2.507,8.11,5.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4863581,4863631,4864797,4864847,0.333,0.353,0.417
1,5154487,5158917,id88,3,4430,116867542,5144487,0,0,1.0,0,0,0,1.0,1.0,0.0,3.353,1.152,2.28,2.28,31.914,37.024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5154437,5154487,5158917,5158967,0.392,0.431,0.484
1,5226830,5227877,id338,1,1047,116798582,5216830,0,0,0.05,0,0,0,3.0,3.0,1.0,3.353,1.152,2.28,2.28,31.914,37.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5226780,5226830,5227877,5227927,0.49,0.569,0.415
1,5648491,5650901,id43,1,2410,116375558,5638491,0,0,1.0,0,0,0,1.0,1.0,0.0,3.353,1.152,2.28,2.28,10.803,37.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5648441,5648491,5650901,5650951,0.373,0.569,0.543
1,6534889,6536791,id502,1,1902,115489668,6524889,0,1,1.0,0,0,0,49.0,49.333,1.0,3.353,1.152,2.131,2.131,9.78,37.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6534839,6534889,6536791,6536841,0.588,0.294,0.485
