chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,10000,207666,id1,3,197666,121818793,0,4,6,0.0,3,0,0,23.697,21.087,0.0,31.0,12.717,1.306,1.306,18.837,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,9650,208016,208066,-1.0,-1.0,0.444
1,257666,297956,id2,3,40290,121728503,247666,4,0,1.0,0,0,0,29.531,21.087,0.0,13.0,4.458,1.306,1.306,29.449,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257266,257316,298306,298356,-1.0,-1.0,0.391
1,347968,535988,id3,2,188020,121490471,337968,4,1,1.0,3,0,0,20.982,21.087,0.0,3.885,1.31,1.306,1.306,31.596,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347568,347618,536338,536388,-1.0,-1.0,0.43
1,585988,817292,id4,4,231304,121209167,575988,2,2,1.0,3,0,0,20.347,28.0,0.0,43.0,8.846,1.306,1.306,370.261,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585588,585638,817642,817692,-1.0,0.333,0.428
1,817367,821400,id5,1,4033,121205059,807367,0,1,1.0,0,0,0,29.0,28.5,1.0,2.0,1.0,1.306,1.306,14.195,6.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,816967,817017,821750,821800,0.216,0.51,0.51
1,823659,867135,id6,2,43476,121159324,813659,0,2,0.0,3,0,0,35.25,29.5,1.0,8.0,1.954,1.306,1.306,34.112,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823259,823309,867485,867535,0.608,0.49,0.464
1,867192,872507,id7,1,5315,121153952,857192,0,1,1.0,1,1,0,28.429,28.5,1.0,3.0,0.976,1.306,1.306,28.116,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866792,866842,872857,872907,0.686,0.529,0.404
1,872879,898701,id8,1,25822,121127758,862879,0,1,0.05,0,0,0,24.0,27.5,2.0,7.0,2.496,1.306,1.306,16.286,8.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,872479,872529,899051,899101,0.451,0.627,0.441
1,955921,960557,id9,1,4636,121065902,945921,0,1,1.0,1,2,0,56.0,55.5,1.0,2.0,0.632,1.306,1.306,6.825,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955521,955571,960907,960957,0.569,0.725,0.615
1,1444514,1448930,id11,1,4416,120577529,1434514,0,0,1.0,0,0,1,77.6,77.5,0.0,1.0,0.548,1.116,1.116,73.505,86.855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1444114,1444164,1449280,1449330,0.627,0.471,0.53
1,1464079,1496342,id12,1,32263,120530117,1454079,0,2,0.0,4,0,0,75.5,76.5,0.0,3.0,0.663,1.116,1.116,41.249,37.435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1463679,1463729,1496692,1496742,0.49,0.627,0.575
1,1496432,1502033,id13,1,5601,120524426,1486432,0,1,0.956,0,0,0,76.333,76.0,0.0,1.0,0.516,1.116,1.116,6.423,37.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1496032,1496082,1502383,1502433,0.667,0.412,0.528
1,1504522,1534825,id14,1,30303,120491634,1494522,0,2,1.0,7,1,0,78.774,76.5,1.0,5.0,1.606,1.116,1.116,66.531,4.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1504122,1504172,1535175,1535225,0.471,0.51,0.586
