chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,31008,32110,id133,1,1102,121994349,21008,0,0,0.0,0,0,0,17.394,17.41,0.0,3.27,1.142,1.341,1.341,32.649,40.156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30958,31008,32110,32160,0.51,0.569,0.486
1,308017,310096,id425,1,2079,121716363,298017,4,0,1.0,0,0,0,17.394,17.41,0.0,3.27,1.142,1.341,1.341,32.649,40.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307967,308017,310096,310146,-1.0,-1.0,-1.0
1,819791,822292,id431,1,2501,121204167,809791,0,1,1.0,0,0,0,29.5,29.5,2.0,1.0,0.577,1.341,1.341,32.153,80.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819741,819791,822292,822342,0.412,0.549,0.54
1,1379515,1380592,id182,1,1077,120645867,1369515,0,0,1.0,0,0,0,71.0,71.0,0.0,3.27,1.142,1.116,1.116,32.649,40.156,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1379465,1379515,1380592,1380642,0.49,0.647,0.542
1,1906885,1908266,id544,2,1381,120118193,1896885,0,0,1.0,0,0,0,72.333,72.5,1.0,1.0,0.577,1.116,1.116,29.737,40.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1906835,1906885,1908266,1908316,0.667,0.569,0.611
1,1946178,1947786,id541,1,1608,120078673,1936178,0,1,0.0,0,0,0,70.0,70.0,0.0,3.27,1.142,1.116,1.116,6.04,7.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946128,1946178,1947786,1947836,0.549,0.51,0.605
1,2456355,2457423,id447,1,1068,119569036,2446355,0,0,1.0,1,2,0,32.0,32.0,1.0,3.27,1.142,1.341,1.341,25.967,40.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456305,2456355,2457423,2457473,0.686,0.686,0.658
1,2821964,2823102,id235,1,1138,119203357,2811964,0,0,0.05,0,0,0,3.0,3.0,0.0,3.27,1.142,1.341,1.341,7.25,7.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2821914,2821964,2823102,2823152,0.627,0.529,0.657
1,2983575,2991238,id487,1,7663,119035221,2973575,0,0,1.0,0,0,0,3.0,3.0,0.0,3.27,1.142,1.341,1.341,10.39,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2983525,2983575,2991238,2991288,0.725,0.353,0.538
1,3136188,3137965,id282,1,1777,118888494,3126188,0,1,1.0,0,0,0,2.0,2.0,0.0,3.27,1.142,1.341,1.341,27.906,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136138,3136188,3137965,3138015,0.627,0.725,0.611
