chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,50809,52875,id168,1,2066,121973584,40809,0,0,0.0,0,0,0,25.5,28.0,5.0,5.0,3.536,1.343,1.343,32.096,36.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50759,50809,52875,52925,0.235,0.431,0.402
1,2417185,2418508,id69,1,1323,119607951,2407185,0,0,1.0,0,0,0,29.0,29.0,0.0,3.429,1.182,1.343,1.343,4.56,8.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417135,2417185,2418508,2418558,0.627,0.608,0.624
1,2635982,2637298,id383,1,1316,119389161,2625982,0,0,1.0,0,0,0,32.0,32.0,0.0,3.429,1.182,1.343,1.343,79.28,36.908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635932,2635982,2637298,2637348,0.49,0.412,0.487
1,2777921,2785048,id485,1,7127,119241411,2767921,0,1,1.0,0,0,0,2.625,2.333,0.0,1.0,0.518,1.343,1.343,32.551,37.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2777871,2777921,2785048,2785098,0.569,0.549,0.463
1,2994935,3005225,id521,2,10290,119021234,2984935,0,0,1.0,1,0,0,3.25,3.5,0.0,1.0,0.452,1.343,1.343,10.444,5.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2994885,2994935,3005225,3005275,0.275,0.627,0.502
1,3487617,3489641,id550,2,2024,118536818,3477617,0,1,0.0,0,0,0,9.667,9.5,1.0,1.0,0.577,1.343,1.343,10.54,17.055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3487567,3487617,3489641,3489691,0.333,0.686,0.469
1,4037943,4044981,id97,1,7038,117981478,4027943,0,0,1.0,0,0,0,12.375,12.5,0.0,1.0,0.518,2.507,2.507,11.19,14.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4037893,4037943,4044981,4045031,0.353,0.373,0.415
1,4203498,4205285,id233,1,1787,117821174,4193498,0,0,0.05,0,0,0,1.0,1.0,0.0,3.429,1.182,2.507,2.507,5.645,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203448,4203498,4205285,4205335,0.353,0.392,0.448
1,4241810,4243190,id360,1,1380,117783269,4231810,0,0,1.0,0,0,0,2.0,2.0,0.0,3.429,1.182,2.507,2.507,6.717,5.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4241760,4241810,4243190,4243240,0.196,0.431,0.317
1,4264769,4270084,id298,1,5315,117756375,4254769,0,0,1.0,0,0,0,2.0,2.0,0.0,3.429,1.182,2.507,2.507,7.827,36.908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264719,4264769,4270084,4270134,0.392,0.431,0.487
1,4398164,4399276,id375,1,1112,117627183,4388164,0,0,0.0,0,0,0,1.5,1.5,1.0,1.0,0.707,2.507,2.507,5.85,5.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398114,4398164,4399276,4399326,0.549,0.49,0.504
1,4648686,4651098,id568,1,2412,117375361,4638686,0,0,0.956,0,0,0,2.333,2.5,0.0,1.0,0.577,2.507,2.507,7.53,5.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648636,4648686,4651098,4651148,0.353,0.412,0.484
1,5376266,5385300,id499,1,9034,116641159,5366266,0,0,1.0,0,0,0,17.24,17.256,0.0,3.429,1.182,2.28,2.28,32.096,36.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376216,5376266,5385300,5385350,0.392,0.373,0.49
1,6378312,6382284,id517,2,3972,115644175,6368312,0,0,1.0,0,0,2,42.4,42.0,1.0,2.0,0.894,2.131,2.131,35.795,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6378262,6378312,6382284,6382334,0.627,0.647,0.461
