chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
1,554803,558511,id543,1,3708,121467948,544803,4,0,0.0,0,0,0,17.213,17.228,0.0,3.374,1.161,1.357,1.357,31.858,36.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554753,554803,558511,558561,-1.0,-1.0,-1.0
1,1328690,1330438,id449,1,1748,120696021,1318690,0,1,1.0,0,0,0,72.333,72.5,0.0,1.0,0.577,1.116,1.116,5.46,201.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328640,1328690,1330438,1330488,0.706,0.667,0.594
1,1853939,1870829,id70,1,16890,120155630,1843939,0,1,1.0,0,0,0,68.111,68.5,1.0,2.0,0.758,1.116,1.116,48.434,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1853889,1853939,1870829,1870879,0.235,0.627,0.461
1,1890922,1895723,id361,1,4801,120130736,1880922,0,2,1.0,1,2,0,68.333,68.5,1.0,1.0,0.516,1.116,1.116,22.929,8.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890872,1890922,1895723,1895773,0.843,0.745,0.631
1,2712391,2714043,id186,1,1652,119312416,2702391,4,1,1.0,0,0,0,17.213,17.228,0.0,3.374,1.161,1.357,1.357,31.858,36.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712341,2712391,2714043,2714093,-1.0,-1.0,-1.0
1,3304251,3307368,id108,1,3117,118719091,3294251,0,1,0.0,0,0,0,4.25,4.5,1.0,1.0,0.5,1.357,1.357,7.528,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304201,3304251,3307368,3307418,0.667,0.451,0.525
1,3534942,3536401,id535,1,1459,118490058,3524942,0,1,1.0,0,0,0,10.0,10.0,1.0,2.0,1.0,1.357,1.357,7.792,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534892,3534942,3536401,3536451,0.588,0.608,0.624
1,3574516,3687178,id309,3,112662,118339281,3564516,0,4,0.05,8,0,2,17.807,19.0,1.0,7.0,1.275,1.357,1.357,38.768,170.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3574466,3574516,3687178,3687228,0.608,0.706,0.576
1,4736008,5665607,id332,6,929599,116360852,4726008,0,1,1.0,1,0,0,2.201,3.0,0.0,4.0,0.911,2.393,2.393,16.076,36.867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4735958,4736008,5665607,5665657,0.588,0.608,0.456
1,5092883,5094700,id367,1,1817,116931759,5082883,0,0,1.0,0,0,0,3.0,3.0,0.0,3.374,1.161,2.28,2.28,31.858,36.867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5092833,5092883,5094700,5094750,0.392,0.353,0.295
